lead_id,create_date,lead_age_days,expected_revenue,probability,stage_id,stage_sequence,source_id,campaign_id,salesperson_id,team_id,customer_region,priority,is_won,create_month,create_dayofweek,log_expected_revenue,rev_per_day_age
9020,2025-11-30 09:19:36,22,500000.0,0.5,1,4,15.0,12.0,14,8,Hue,2,0,2025-11,6,13.122365377402328,22727.272727272728
9021,2025-11-30 09:19:36,21,0.0,0.5893,1,0,2.0,13.0,7,7,Hai Phong,2,0,2025-11,6,0.0,0.0
9022,2025-11-30 09:19:36,2,0.0,0.5,4,0,2.0,12.0,6,7,Thanh Hoa,3,0,2025-11,6,0.0,0.0
9023,2025-11-30 09:19:36,24,9000.0,0.5893,5,3,4.0,1.0,15,5,Quang Nam,3,0,2025-11,6,9.105090961257085,375.0
9024,2025-11-30 09:19:36,12,500000.0,0.5,3,4,1.0,13.0,7,8,Quang Ninh,2,0,2025-11,6,13.122365377402328,41666.666666666664
9025,2025-11-30 09:19:36,6,15000.0,0.5893,1,2,2.0,1.0,14,7,Lam Dong,0,0,2025-11,6,9.61587214452889,2500.0
9026,2025-11-30 09:19:36,2,500.0,1.0,3,4,16.0,Unknown,16,7,Quang Nam,0,0,2025-11,6,6.2166061010848646,250.0
9027,2025-11-30 09:19:36,28,50000.0,0.5,5,3,15.0,1.0,8,8,Quang Ninh,1,0,2025-11,6,10.819798284210286,1785.7142857142858
9028,2025-11-30 09:19:36,21,15000.0,1.0,5,4,1.0,15.0,15,8,Ho Chi Minh,0,0,2025-11,6,9.61587214452889,714.2857142857143
9029,2025-11-30 09:19:36,1,500.0,0.5,3,3,16.0,15.0,15,1,Thanh Hoa,1,0,2025-11,6,6.2166061010848646,500.0
9030,2025-11-30 09:19:36,12,800.0,0.9167,5,3,2.0,12.0,14,5,Ho Chi Minh,3,0,2025-11,6,6.685860947068359,66.66666666666667
9031,2025-11-30 09:19:36,26,1000000.0,0.7381,1,2,4.0,2.0,4,8,Hue,3,0,2025-11,6,13.815511557963774,38461.53846153846
9032,2025-11-30 09:19:36,22,100000.0,0.5,3,0,3.0,1.0,2,8,Lam Dong,0,0,2025-11,6,11.51293546492023,4545.454545454545
9033,2025-11-30 09:19:36,29,100000.0,0.7381,5,3,4.0,14.0,13,6,Nghe An,3,0,2025-11,6,11.51293546492023,3448.2758620689656
9034,2025-11-30 09:19:36,12,50000.0,0.9167,3,3,16.0,15.0,4,8,Ho Chi Minh,2,0,2025-11,6,10.819798284210286,4166.666666666667
9035,2025-11-30 09:19:36,25,500000.0,0.5,1,2,Unknown,16.0,14,5,Binh Duong,2,0,2025-11,6,13.122365377402328,20000.0
9036,2025-11-30 09:19:36,17,9000.0,0.5,5,3,2.0,2.0,4,7,Ha Noi,0,0,2025-11,6,9.105090961257085,529.4117647058823
9037,2025-11-30 09:19:36,27,500000.0,0.5893,1,0,16.0,Unknown,13,7,Da Nang,0,0,2025-11,6,13.122365377402328,18518.51851851852
9038,2025-11-30 09:19:36,27,9000.0,0.9167,5,2,Unknown,13.0,14,7,Can Tho,1,0,2025-11,6,9.105090961257085,333.3333333333333
9039,2025-11-30 09:19:36,10,500000.0,0.7381,4,0,Unknown,13.0,14,7,Quang Nam,3,0,2025-11,6,13.122365377402328,50000.0
9040,2025-11-30 09:19:36,28,1000000.0,0.7381,5,0,15.0,15.0,15,6,Hai Phong,1,0,2025-11,6,13.815511557963774,35714.28571428572
9041,2025-11-30 09:19:36,28,800.0,0.5,3,2,1.0,2.0,4,8,Quang Ninh,1,0,2025-11,6,6.685860947068359,28.571428571428573
9042,2025-11-30 09:19:36,16,800.0,0.9167,5,3,15.0,15.0,1,7,Ho Chi Minh,2,0,2025-11,6,6.685860947068359,50.0
9043,2025-11-30 09:19:36,15,500.0,0.5,1,0,2.0,13.0,3,1,Ha Noi,2,0,2025-11,6,6.2166061010848646,33.333333333333336
9044,2025-11-30 09:19:36,15,800.0,0.5,1,0,Unknown,16.0,14,7,Ho Chi Minh,2,0,2025-11,6,6.685860947068359,53.333333333333336
9045,2025-11-30 09:19:36,19,800.0,0.5,5,0,16.0,1.0,4,8,Thanh Hoa,2,0,2025-11,6,6.685860947068359,42.10526315789474
9046,2025-11-30 09:19:36,12,15000.0,0.5,3,0,3.0,2.0,6,7,Binh Duong,1,0,2025-11,6,9.61587214452889,1250.0
9047,2025-11-30 09:19:36,23,15000.0,0.5,4,2,Unknown,12.0,8,6,Hai Phong,2,0,2025-11,6,9.61587214452889,652.1739130434783
9048,2025-11-30 09:19:36,20,500.0,0.5,3,2,16.0,1.0,6,5,Da Nang,3,0,2025-11,6,6.2166061010848646,25.0
9049,2025-11-30 09:19:36,25,50000.0,0.5893,4,4,3.0,1.0,4,5,Lam Dong,2,0,2025-11,6,10.819798284210286,2000.0
9050,2025-11-30 09:19:36,3,15000.0,0.5,1,4,15.0,1.0,2,8,Thanh Hoa,2,1,2025-11,6,9.61587214452889,5000.0
9051,2025-11-30 09:19:36,5,50000.0,0.5,3,0,15.0,12.0,2,5,Hai Duong,2,0,2025-11,6,10.819798284210286,10000.0
9052,2025-11-30 09:19:36,19,0.0,0.5,4,3,1.0,16.0,4,5,Hai Phong,0,0,2025-11,6,0.0,0.0
9053,2025-11-30 09:19:36,7,15000.0,0.5,5,0,16.0,Unknown,15,1,Ho Chi Minh,3,0,2025-11,6,9.61587214452889,2142.8571428571427
9054,2025-11-30 09:19:36,21,1000000.0,0.5,1,3,Unknown,16.0,15,8,Hue,3,0,2025-11,6,13.815511557963774,47619.04761904762
9055,2025-11-30 09:19:36,9,500.0,0.5,5,0,4.0,16.0,14,8,Thanh Hoa,1,0,2025-11,6,6.2166061010848646,55.55555555555556
9056,2025-11-30 09:19:36,7,0.0,0.5893,1,4,15.0,16.0,13,5,Da Nang,1,1,2025-11,6,0.0,0.0
9057,2025-11-30 09:19:36,18,1000000.0,0.5893,3,4,15.0,14.0,3,5,Ha Noi,2,0,2025-11,6,13.815511557963774,55555.555555555555
9058,2025-11-30 09:19:36,4,1000000.0,0.5893,3,3,1.0,15.0,14,5,Ha Noi,0,0,2025-11,6,13.815511557963774,250000.0
9059,2025-11-30 09:19:36,25,1000000.0,0.5,1,0,3.0,13.0,6,6,Quang Nam,1,0,2025-11,6,13.815511557963774,40000.0
9060,2025-11-30 09:19:36,28,50000.0,0.5,1,3,1.0,15.0,16,7,Da Nang,1,0,2025-11,6,10.819798284210286,1785.7142857142858
9061,2025-11-30 09:19:36,14,500000.0,0.9167,1,4,Unknown,2.0,3,6,Ha Noi,2,1,2025-11,6,13.122365377402328,35714.28571428572
9062,2025-11-30 09:19:36,18,0.0,0.5,3,0,16.0,16.0,6,8,Thanh Hoa,2,0,2025-11,6,0.0,0.0
9063,2025-11-30 09:19:36,26,9000.0,0.5,4,0,2.0,Unknown,15,1,Quang Nam,1,0,2025-11,6,9.105090961257085,346.15384615384613
9064,2025-11-30 09:19:36,9,0.0,0.5,5,3,2.0,2.0,4,7,Nghe An,1,0,2025-11,6,0.0,0.0
9065,2025-11-30 09:19:36,26,500000.0,0.5,5,2,16.0,15.0,13,1,Ha Noi,3,0,2025-11,6,13.122365377402328,19230.76923076923
9066,2025-11-30 09:19:36,21,0.0,0.5,3,3,3.0,13.0,6,8,Hai Phong,0,0,2025-11,6,0.0,0.0
9067,2025-11-30 09:19:36,2,800.0,0.5,5,4,15.0,12.0,15,8,Hue,3,0,2025-11,6,6.685860947068359,400.0
9068,2025-11-30 09:19:36,20,9000.0,0.5,1,4,3.0,15.0,13,1,Binh Duong,1,0,2025-11,6,9.105090961257085,450.0
9069,2025-11-30 09:19:36,28,500000.0,0.5,4,4,15.0,1.0,14,1,Hai Duong,3,0,2025-11,6,13.122365377402328,17857.14285714286
9070,2025-11-30 09:19:36,15,50000.0,0.5893,5,4,15.0,15.0,4,1,Da Nang,3,1,2025-11,6,10.819798284210286,3333.3333333333335
9071,2025-11-30 09:19:36,28,100000.0,0.7381,4,4,2.0,1.0,8,8,Thanh Hoa,1,0,2025-11,6,11.51293546492023,3571.4285714285716
9072,2025-11-30 09:19:36,7,500000.0,0.9167,1,2,3.0,12.0,2,5,Quang Ninh,2,0,2025-11,6,13.122365377402328,71428.57142857143
9073,2025-11-30 09:19:36,12,500.0,0.7381,5,0,1.0,15.0,7,1,Hue,1,0,2025-11,6,6.2166061010848646,41.666666666666664
9074,2025-11-30 09:19:36,29,500000.0,1.0,3,3,15.0,Unknown,13,7,Ho Chi Minh,2,0,2025-11,6,13.122365377402328,17241.379310344826
9075,2025-11-30 09:19:36,8,800.0,0.5,4,3,4.0,Unknown,8,8,Thanh Hoa,1,0,2025-11,6,6.685860947068359,100.0
9076,2025-11-30 09:19:36,15,100000.0,0.5,1,4,4.0,2.0,8,6,Ha Noi,1,0,2025-11,6,11.51293546492023,6666.666666666667
9077,2025-11-30 09:19:36,3,800.0,0.5,4,3,1.0,12.0,13,6,Thanh Hoa,1,0,2025-11,6,6.685860947068359,266.6666666666667
9078,2025-11-30 09:19:36,14,100000.0,0.5893,5,4,4.0,16.0,8,7,Quang Ninh,0,0,2025-11,6,11.51293546492023,7142.857142857143
9079,2025-11-30 09:19:36,17,500.0,0.9167,5,2,Unknown,Unknown,6,5,Ho Chi Minh,2,0,2025-11,6,6.2166061010848646,29.41176470588235
9080,2025-11-30 09:19:36,4,50000.0,0.5,3,2,15.0,15.0,8,1,Quang Nam,0,0,2025-11,6,10.819798284210286,12500.0
9081,2025-11-30 09:19:36,18,800.0,1.0,1,0,1.0,12.0,15,8,Ha Noi,1,0,2025-11,6,6.685860947068359,44.44444444444444
9082,2025-11-30 09:19:36,8,800.0,0.5,1,2,3.0,13.0,3,1,Hue,3,0,2025-11,6,6.685860947068359,100.0
9083,2025-11-30 09:19:36,4,1000000.0,1.0,3,2,15.0,1.0,6,8,Can Tho,0,0,2025-11,6,13.815511557963774,250000.0
9084,2025-11-30 09:19:36,2,100000.0,0.5,3,0,1.0,15.0,8,6,Ha Noi,2,1,2025-11,6,11.51293546492023,50000.0
9085,2025-11-30 09:19:36,6,15000.0,0.5,1,3,2.0,1.0,14,1,Hai Duong,1,0,2025-11,6,9.61587214452889,2500.0
9086,2025-11-30 09:19:36,22,100000.0,0.5,4,4,3.0,1.0,2,7,Nghe An,0,0,2025-11,6,11.51293546492023,4545.454545454545
9087,2025-11-30 09:19:36,10,1000000.0,0.5,4,4,2.0,16.0,4,5,Can Tho,3,0,2025-11,6,13.815511557963774,100000.0
9088,2025-11-30 09:19:36,4,0.0,0.5,3,3,15.0,12.0,8,7,Hai Duong,0,0,2025-11,6,0.0,0.0
9089,2025-11-30 09:19:36,22,100000.0,0.5,4,0,3.0,12.0,1,5,Quang Ninh,2,0,2025-11,6,11.51293546492023,4545.454545454545
9090,2025-11-30 09:19:36,29,50000.0,0.9167,1,3,4.0,2.0,2,1,Da Nang,0,1,2025-11,6,10.819798284210286,1724.1379310344828
9091,2025-11-30 09:19:36,18,1000000.0,0.5,5,2,1.0,1.0,14,1,Ho Chi Minh,3,1,2025-11,6,13.815511557963774,55555.555555555555
9092,2025-11-30 09:19:36,26,0.0,0.5,5,0,15.0,2.0,15,5,Binh Duong,3,0,2025-11,6,0.0,0.0
9093,2025-11-30 09:19:36,12,9000.0,0.5893,4,0,Unknown,16.0,8,6,Quang Nam,2,0,2025-11,6,9.105090961257085,750.0
9094,2025-11-30 09:19:36,2,1000000.0,0.7381,3,0,3.0,1.0,15,8,Binh Duong,3,0,2025-11,6,13.815511557963774,500000.0
9095,2025-11-30 09:19:36,10,9000.0,0.5,3,4,3.0,2.0,8,7,Hai Phong,1,0,2025-11,6,9.105090961257085,900.0
9096,2025-11-30 09:19:36,4,800.0,0.5,3,3,16.0,2.0,7,7,Hai Phong,3,0,2025-11,6,6.685860947068359,200.0
9097,2025-11-30 09:19:36,14,1000000.0,0.5,3,0,15.0,13.0,3,7,Quang Ninh,1,0,2025-11,6,13.815511557963774,71428.57142857143
9098,2025-11-30 09:19:36,16,500.0,0.5,3,0,15.0,2.0,15,1,Da Nang,0,0,2025-11,6,6.2166061010848646,31.25
9099,2025-11-30 09:19:36,15,9000.0,0.5893,4,0,2.0,12.0,3,7,Nghe An,1,0,2025-11,6,9.105090961257085,600.0
9100,2025-11-30 09:19:36,8,50000.0,0.5,5,3,16.0,2.0,2,8,Nghe An,1,0,2025-11,6,10.819798284210286,6250.0
9101,2025-11-30 09:19:36,14,500.0,0.5,5,4,4.0,1.0,16,8,Hai Phong,0,1,2025-11,6,6.2166061010848646,35.714285714285715
9102,2025-11-30 09:19:36,23,500000.0,0.7381,4,2,2.0,2.0,7,5,Hue,3,0,2025-11,6,13.122365377402328,21739.130434782608
9103,2025-11-30 09:19:36,28,500000.0,0.5,3,4,16.0,Unknown,4,1,Hue,1,0,2025-11,6,13.122365377402328,17857.14285714286
9104,2025-11-30 09:19:36,25,0.0,0.5,4,0,2.0,14.0,6,8,Ha Noi,3,1,2025-11,6,0.0,0.0
9105,2025-11-30 09:19:36,8,800.0,0.5,5,4,4.0,1.0,3,6,Thanh Hoa,0,0,2025-11,6,6.685860947068359,100.0
9106,2025-11-30 09:19:36,21,1000000.0,1.0,1,4,16.0,Unknown,7,1,Hai Duong,2,0,2025-11,6,13.815511557963774,47619.04761904762
9107,2025-11-30 09:19:36,16,15000.0,0.5,4,2,16.0,16.0,16,1,Hai Phong,3,0,2025-11,6,9.61587214452889,937.5
9108,2025-11-30 09:19:36,13,50000.0,0.9167,3,3,Unknown,1.0,3,8,Quang Ninh,3,0,2025-11,6,10.819798284210286,3846.153846153846
9109,2025-11-30 09:19:36,18,9000.0,0.5,5,3,2.0,12.0,13,6,Lam Dong,2,0,2025-11,6,9.105090961257085,500.0
9110,2025-11-30 09:19:36,15,500.0,0.5,5,4,2.0,14.0,14,5,Hai Duong,2,0,2025-11,6,6.2166061010848646,33.333333333333336
9111,2025-11-30 09:19:36,21,500000.0,0.5893,5,4,3.0,14.0,4,8,Ha Noi,0,0,2025-11,6,13.122365377402328,23809.52380952381
9112,2025-11-30 09:19:36,24,50000.0,1.0,5,3,4.0,12.0,14,6,Da Nang,3,0,2025-11,6,10.819798284210286,2083.3333333333335
9113,2025-11-30 09:19:36,26,15000.0,0.5893,3,3,1.0,14.0,8,1,Ho Chi Minh,3,0,2025-11,6,9.61587214452889,576.9230769230769
9114,2025-11-30 09:19:36,25,1000000.0,0.9167,1,2,Unknown,12.0,3,6,Nghe An,0,0,2025-11,6,13.815511557963774,40000.0
9115,2025-11-30 09:19:36,28,0.0,0.9167,5,0,16.0,Unknown,8,1,Binh Duong,3,0,2025-11,6,0.0,0.0
9116,2025-11-30 09:19:36,28,15000.0,0.5,4,4,16.0,16.0,1,8,Ha Noi,1,0,2025-11,6,9.61587214452889,535.7142857142857
9117,2025-11-30 09:19:36,28,50000.0,0.5,1,3,16.0,13.0,3,8,Quang Nam,1,0,2025-11,6,10.819798284210286,1785.7142857142858
9118,2025-11-30 09:19:36,13,15000.0,0.5893,5,4,Unknown,1.0,7,7,Can Tho,1,0,2025-11,6,9.61587214452889,1153.8461538461538
9119,2025-11-30 09:19:36,9,50000.0,0.5,1,4,16.0,12.0,4,7,Quang Ninh,3,0,2025-11,6,10.819798284210286,5555.555555555556
9120,2025-11-30 09:19:36,29,50000.0,0.9167,4,3,16.0,1.0,8,7,Nghe An,1,1,2025-11,6,10.819798284210286,1724.1379310344828
9121,2025-11-30 09:19:36,15,100000.0,1.0,5,2,4.0,16.0,3,8,Binh Duong,1,0,2025-11,6,11.51293546492023,6666.666666666667
9122,2025-11-30 09:19:36,13,9000.0,0.5,4,4,15.0,Unknown,1,5,Quang Nam,0,0,2025-11,6,9.105090961257085,692.3076923076923
9123,2025-11-30 09:19:36,1,500000.0,0.5,3,2,15.0,13.0,14,8,Ho Chi Minh,0,0,2025-11,6,13.122365377402328,500000.0
9124,2025-11-30 09:19:36,25,100000.0,0.7381,5,3,3.0,16.0,7,6,Quang Nam,2,0,2025-11,6,11.51293546492023,4000.0
9125,2025-11-30 09:19:36,7,1000000.0,0.5,5,0,3.0,Unknown,13,8,Lam Dong,2,0,2025-11,6,13.815511557963774,142857.14285714287
9126,2025-11-30 09:19:36,9,100000.0,0.9167,5,0,16.0,14.0,3,8,Da Nang,2,0,2025-11,6,11.51293546492023,11111.111111111111
9127,2025-11-30 09:19:36,24,800.0,0.5,5,4,4.0,1.0,13,1,Hue,2,0,2025-11,6,6.685860947068359,33.333333333333336
9128,2025-11-30 09:19:36,1,800.0,0.5893,3,3,16.0,15.0,2,1,Can Tho,0,0,2025-11,6,6.685860947068359,800.0
9129,2025-11-30 09:19:36,12,500000.0,0.5,5,2,3.0,13.0,4,1,Hai Duong,0,0,2025-11,6,13.122365377402328,41666.666666666664
9130,2025-11-30 09:19:36,8,15000.0,0.5893,1,4,Unknown,14.0,3,8,Binh Duong,0,0,2025-11,6,9.61587214452889,1875.0
9131,2025-11-30 09:19:36,24,9000.0,0.5,5,3,Unknown,16.0,15,5,Can Tho,1,0,2025-11,6,9.105090961257085,375.0
9132,2025-11-30 09:19:36,11,500000.0,0.5,3,3,1.0,13.0,1,6,Thanh Hoa,1,0,2025-11,6,13.122365377402328,45454.545454545456
9133,2025-11-30 09:19:36,19,50000.0,0.5,5,2,15.0,14.0,8,6,Ha Noi,2,1,2025-11,6,10.819798284210286,2631.5789473684213
9134,2025-11-30 09:19:36,17,500.0,0.7381,1,4,4.0,Unknown,16,5,Thanh Hoa,1,0,2025-11,6,6.2166061010848646,29.41176470588235
9135,2025-11-30 09:19:36,8,9000.0,0.9167,3,3,2.0,12.0,15,5,Ha Noi,3,0,2025-11,6,9.105090961257085,1125.0
9136,2025-11-30 09:19:36,3,9000.0,0.5,3,3,15.0,1.0,2,6,Da Nang,0,0,2025-11,6,9.105090961257085,3000.0
9137,2025-11-30 09:19:36,3,50000.0,0.5,1,3,2.0,2.0,4,7,Can Tho,2,1,2025-11,6,10.819798284210286,16666.666666666668
9138,2025-11-30 09:19:36,1,50000.0,0.5,1,2,1.0,2.0,14,1,Hue,2,1,2025-11,6,10.819798284210286,50000.0
9139,2025-11-30 09:19:36,27,0.0,0.5893,1,4,1.0,Unknown,7,1,Ho Chi Minh,3,1,2025-11,6,0.0,0.0
9140,2025-11-30 09:19:36,5,500000.0,0.5893,1,4,16.0,16.0,13,6,Hue,1,0,2025-11,6,13.122365377402328,100000.0
9141,2025-11-30 09:19:36,10,50000.0,0.5,1,4,3.0,1.0,2,5,Hai Phong,2,0,2025-11,6,10.819798284210286,5000.0
9142,2025-11-30 09:19:36,7,800.0,0.5,3,4,1.0,16.0,8,7,Quang Nam,1,0,2025-11,6,6.685860947068359,114.28571428571429
9143,2025-11-30 09:19:36,26,1000000.0,0.5,3,0,1.0,1.0,7,6,Hai Phong,1,0,2025-11,6,13.815511557963774,38461.53846153846
9144,2025-11-30 09:19:36,9,500.0,0.5,5,0,2.0,Unknown,14,1,Can Tho,3,0,2025-11,6,6.2166061010848646,55.55555555555556
9145,2025-11-30 09:19:36,28,500000.0,0.5,5,4,3.0,1.0,8,8,Thanh Hoa,2,0,2025-11,6,13.122365377402328,17857.14285714286
9146,2025-11-30 09:19:36,7,800.0,1.0,4,2,1.0,12.0,1,5,Hai Phong,1,0,2025-11,6,6.685860947068359,114.28571428571429
9147,2025-11-30 09:19:36,9,15000.0,0.5,5,0,15.0,16.0,13,8,Quang Ninh,1,0,2025-11,6,9.61587214452889,1666.6666666666667
9148,2025-11-30 09:19:36,8,50000.0,0.5893,5,3,1.0,Unknown,16,6,Nghe An,3,0,2025-11,6,10.819798284210286,6250.0
9149,2025-11-30 09:19:36,12,50000.0,0.5,1,0,3.0,12.0,15,1,Hue,3,0,2025-11,6,10.819798284210286,4166.666666666667
9150,2025-11-30 09:19:36,2,9000.0,0.5,1,3,16.0,1.0,3,7,Hai Phong,1,0,2025-11,6,9.105090961257085,4500.0
9151,2025-11-30 09:19:36,1,800.0,0.7381,5,4,4.0,Unknown,2,8,Ha Noi,3,0,2025-11,6,6.685860947068359,800.0
9152,2025-11-30 09:19:36,16,9000.0,0.5893,4,0,3.0,1.0,3,7,Quang Ninh,1,0,2025-11,6,9.105090961257085,562.5
9153,2025-11-30 09:19:36,23,0.0,1.0,1,2,2.0,16.0,16,1,Binh Duong,2,0,2025-11,6,0.0,0.0
9154,2025-11-30 09:19:36,23,9000.0,0.5,5,0,4.0,Unknown,7,8,Hai Phong,0,0,2025-11,6,9.105090961257085,391.30434782608694
9155,2025-11-30 09:19:36,24,0.0,0.5,5,0,15.0,1.0,3,7,Quang Ninh,3,0,2025-11,6,0.0,0.0
9156,2025-11-30 09:19:36,5,0.0,0.7381,3,0,Unknown,16.0,15,7,Hue,0,0,2025-11,6,0.0,0.0
9157,2025-11-30 09:19:36,3,50000.0,0.5,4,4,3.0,12.0,6,8,Can Tho,1,0,2025-11,6,10.819798284210286,16666.666666666668
9158,2025-11-30 09:19:36,12,15000.0,0.5,3,2,16.0,15.0,7,1,Nghe An,1,0,2025-11,6,9.61587214452889,1250.0
9159,2025-11-30 09:19:36,8,9000.0,0.5,4,0,2.0,12.0,13,7,Quang Nam,1,1,2025-11,6,9.105090961257085,1125.0
9160,2025-11-30 09:19:36,22,800.0,0.5,1,2,15.0,1.0,8,6,Nghe An,0,0,2025-11,6,6.685860947068359,36.36363636363637
9161,2025-11-30 09:19:36,27,0.0,0.9167,4,4,4.0,Unknown,16,8,Binh Duong,1,0,2025-11,6,0.0,0.0
9162,2025-11-30 09:19:36,3,50000.0,0.5,5,3,15.0,2.0,13,5,Ho Chi Minh,3,0,2025-11,6,10.819798284210286,16666.666666666668
9163,2025-11-30 09:19:36,1,500.0,0.5,5,0,3.0,12.0,3,5,Ho Chi Minh,2,0,2025-11,6,6.2166061010848646,500.0
9164,2025-11-30 09:19:36,3,500000.0,0.5,4,2,1.0,12.0,4,1,Da Nang,2,0,2025-11,6,13.122365377402328,166666.66666666666
9165,2025-11-30 09:19:36,5,15000.0,0.5,4,2,16.0,16.0,7,6,Hai Phong,3,0,2025-11,6,9.61587214452889,3000.0
9166,2025-11-30 09:19:36,15,100000.0,0.5,4,4,3.0,14.0,16,7,Quang Nam,2,0,2025-11,6,11.51293546492023,6666.666666666667
9167,2025-11-30 09:19:36,14,500.0,0.5,3,0,Unknown,2.0,8,5,Lam Dong,0,1,2025-11,6,6.2166061010848646,35.714285714285715
9168,2025-11-30 09:19:36,3,500000.0,0.5,4,3,3.0,1.0,14,1,Hai Duong,1,1,2025-11,6,13.122365377402328,166666.66666666666
9169,2025-11-30 09:19:36,1,500.0,0.9167,1,2,4.0,15.0,1,6,Quang Ninh,1,0,2025-11,6,6.2166061010848646,500.0
9170,2025-11-30 09:19:36,5,9000.0,0.5,3,0,4.0,Unknown,13,6,Binh Duong,1,0,2025-11,6,9.105090961257085,1800.0
9171,2025-11-30 09:19:36,26,0.0,0.5,3,3,3.0,14.0,13,1,Can Tho,0,1,2025-11,6,0.0,0.0
9172,2025-11-30 09:19:36,23,15000.0,0.9167,4,2,4.0,1.0,7,1,Hai Phong,0,0,2025-11,6,9.61587214452889,652.1739130434783
9173,2025-11-30 09:19:36,14,1000000.0,0.5893,1,2,1.0,13.0,4,7,Can Tho,0,0,2025-11,6,13.815511557963774,71428.57142857143
9174,2025-11-30 09:19:36,7,0.0,0.5,3,3,15.0,15.0,3,1,Hai Duong,3,0,2025-11,6,0.0,0.0
9175,2025-11-30 09:19:36,27,1000000.0,0.5,5,3,3.0,12.0,16,7,Da Nang,0,0,2025-11,6,13.815511557963774,37037.03703703704
9176,2025-11-30 09:19:36,9,500000.0,0.5,3,4,16.0,13.0,3,7,Lam Dong,2,0,2025-11,6,13.122365377402328,55555.555555555555
9177,2025-11-30 09:19:36,15,50000.0,0.5893,4,0,1.0,12.0,7,8,Hai Duong,3,0,2025-11,6,10.819798284210286,3333.3333333333335
9178,2025-11-30 09:19:36,15,100000.0,1.0,1,0,15.0,12.0,13,6,Nghe An,3,0,2025-11,6,11.51293546492023,6666.666666666667
9179,2025-11-30 09:19:36,26,800.0,0.5893,4,4,16.0,13.0,8,6,Nghe An,3,1,2025-11,6,6.685860947068359,30.76923076923077
9180,2025-11-30 09:19:36,10,0.0,0.5,5,2,16.0,15.0,16,6,Ha Noi,0,0,2025-11,6,0.0,0.0
9181,2025-11-30 09:19:36,28,15000.0,0.7381,5,3,16.0,16.0,1,8,Thanh Hoa,3,0,2025-11,6,9.61587214452889,535.7142857142857
